Artist,Song,Days in top10,Peak,Days on peak,Days,PkStreams,Total
Eminem,Alfred’s Theme,,106,1,1,"1,194,973","1,194,973"
Morgan Wallen,Neon Star (Country Boy Lullaby),,181,1,1,"1,194,668","1,194,668"
Morat,Cómo Te Atreves,,197,1,1,"1,193,299","1,193,299"
SEVENTEEN,God of Music,,163,1,1,"1,193,134","1,193,134"
Migos,Culture,,101,1,2,"699,732","1,191,624"
"Tyler, The Creator","BOYFRIEND, GIRLFRIEND (2020 Demo)",,178,1,1,"1,191,391","1,191,391"
Post Malone,Speedometer,,199,1,1,"1,191,116","1,191,116"
Jubin Nautiyal,Mere Ghar Ram Aaye Hain,,188,1,1,"1,190,554","1,190,554"
Bring Me The Horizon,DArkSide,,199,1,1,"1,190,197","1,190,197"
Nas,Bonjour,,123,1,2,"693,102","1,189,558"
Jack Harlow,Common Ground,,188,1,1,"1,189,518","1,189,518"
Bonez MC,Letztes Mal,,100,1,1,"1,188,302","1,188,302"
Ninho,Intro,,107,1,1,"1,188,138","1,188,138"
Natanael Cano,Porque La Demora,,192,1,1,"1,187,969","1,187,969"
Luciano,Meer,,175,1,2,"594,466","1,187,822"
Meek Mill,Millidelphia,,163,1,2,"613,700","1,187,821"
Calvin Harris,Holiday,,114,1,2,"679,717","1,187,510"
Bryson Tiller,Always Forever,,97,1,1,"1,187,022","1,187,022"
BTS,Run,,119,1,1,"1,186,975","1,186,975"
Bryson Tiller,No Longer Friends,,124,1,2,"718,807","1,186,322"
Eladio Carrion,Triste Verano,,172,1,1,"1,186,014","1,186,014"
Sfera Ebbasta,Gelosi,,96,1,1,"1,185,801","1,185,801"
Kevin Gates,Know Better,,189,1,4,"300,931","1,185,058"
The 1975,Me & You Together Song,,115,1,1,"1,184,536","1,184,536"
LightSound,Oa,,200,1,1,"1,183,933","1,183,933"
Sfera Ebbasta,Uber,,171,1,2,"636,568","1,183,199"
Neton Vega,Todo a Su Tiempo,,198,1,1,"1,182,946","1,182,946"
Eslabon Armado,Así Lo Quiso Dios,,173,1,1,"1,181,277","1,181,277"
DJ Khaled,Hold You Down,,138,1,7,"187,773","1,180,896"
Childish Gambino,Les,,172,1,1,"1,180,597","1,180,597"
System Of A Down,Protect The Land,,84,1,1,"1,180,524","1,180,524"
Sfera Ebbasta,Giovani Re,,99,1,1,"1,180,514","1,180,514"
Polo G,Boom,,102,1,1,"1,180,169","1,180,169"
Shiva,Alleluia,,110,1,1,"1,179,898","1,179,898"
Brytiago,Asesina,,182,1,2,"640,807","1,179,112"
DJ Khaled,KEEP GOING,,110,1,1,"1,178,991","1,178,991"
Gala,Freed from Desire,,174,1,1,"1,178,393","1,178,393"
Baby Keem,The Hillbillies,,174,1,1,"1,178,099","1,178,099"
Jessie J,Masterpiece,,176,1,7,"180,681","1,178,018"
beabadoobee,A Night To Remember,,200,1,1,"1,175,764","1,175,764"
Gusttavo Lima,Saudade da Minha Vida - Ao Vivo,,156,1,1,"1,174,250","1,174,250"
Maroon 5,Love Is Like,,191,1,1,"1,174,174","1,174,174"
Yeat,Bëttr 0ff,,182,1,1,"1,173,913","1,173,913"
Maluma,"Diablo, Qué Chimba",,194,1,1,"1,173,366","1,173,366"
Luísa Sonza,A Dona Aranha,,181,1,1,"1,172,991","1,172,991"
Taylor Swift,The Other Side Of The Door (Taylor’s Version),,104,1,1,"1,171,822","1,171,822"
KISS,I Was Made For Lovin' You,,194,1,1,"1,171,614","1,171,614"
Arctic Monkeys,Big Ideas,,151,1,1,"1,171,350","1,171,350"
Kelsea Ballerini,Love Me Like You Mean It,,184,1,6,"199,096","1,171,342"
Jack Harlow,Poison,,118,1,1,"1,170,614","1,170,614"
Sam Smith,Gimme,,146,1,1,"1,170,287","1,170,287"
Gusttavo Lima,Morar Nesse Motel,,183,1,1,"1,169,939","1,169,939"
KAROL G,DAÑAMOS LA AMISTAD,,183,1,1,"1,169,266","1,169,266"
Grupo Marca Registrada,Di Que Sí,,179,1,1,"1,169,125","1,169,125"
Future,Sleeping On The Floor,,96,1,1,"1,168,877","1,168,877"
Lauren Daigle,You Say,,193,1,2,"584,531","1,168,776"
PNL,Celsius,,98,1,1,"1,168,772","1,168,772"
Lil Baby,Forever,,120,1,1,"1,168,188","1,168,188"
Lorde,California,,90,1,1,"1,166,820","1,166,820"
Migos,Picasso,,107,1,1,"1,165,494","1,165,494"
Zach Bryan,Dawns,,159,1,1,"1,165,407","1,165,407"
Young Stoner Life,Came and Saw,,79,1,1,"1,164,983","1,164,983"
Melanie Martinez,SPIDER WEB,,190,1,1,"1,164,811","1,164,811"
NATTAN,Última Noite,,146,1,1,"1,163,727","1,163,727"
Trippie Redd,Molly Hearts,,91,1,1,"1,163,568","1,163,568"
David Bowie,The Man Who Sold The World - 1999 Remastered Version,,90,1,3,"468,292","1,163,473"
"Tyler, The Creator",I Ain't Got Time!,,139,1,2,"695,560","1,161,480"
Fall Out Boy,HOLD ME TIGHT OR DON’T,,163,1,2,"601,208","1,159,205"
DJ Khaled,LET'S PRAY,,118,1,1,"1,158,124","1,158,124"
Taylor Swift,Superstar (Taylor’s Version),,107,1,1,"1,158,077","1,158,077"
Mumford & Sons,Broad-Shouldered Beasts,,110,1,5,"268,166","1,157,638"
Chris Jedi,Bipolar,,197,1,2,"588,703","1,156,494"
Hilary Duff,All About You,,132,1,8,"160,789","1,156,079"
Major Lazer,Believer,,141,1,3,"427,938","1,155,679"
Panetoz,Håll om mig hårt,,138,1,4,"337,339","1,155,202"
Rihanna,What's My Name?,,157,1,1,"1,155,074","1,155,074"
Nat King Cole,Joy To The World - 1999 Remastered,,134,1,2,"604,373","1,153,979"
Luciano,Time,,195,1,1,"1,153,684","1,153,684"
BTS,Danger,,128,1,1,"1,153,157","1,153,157"
N.W.A.,Straight Outta Compton,,186,1,6,"204,264","1,151,976"
The Beatles,Can't Buy Me Love - Remastered 2009,,117,1,3,"541,084","1,151,894"
Maluma,Marinero,,199,1,2,"583,253","1,151,464"
Childish Gambino,Zombies,,104,1,2,"698,119","1,150,830"
Stray Kids,FREEZE,,93,1,1,"1,150,668","1,150,668"
Melanie Martinez,FAERIE SOIRÉE,,196,1,1,"1,150,261","1,150,261"
Yeat,Split,,191,1,1,"1,150,017","1,150,017"
Tiago PZK,Me Enteré,,194,1,1,"1,149,607","1,149,607"
Logic,Anziety,,132,1,2,"671,325","1,149,427"
Imagine Dragons,Monday,,117,1,1,"1,148,983","1,148,983"
Lil Mosey,Kamikaze,,192,1,2,"579,419","1,148,965"
Duki,Si Me Sobrara el Tiempo,,186,1,1,"1,148,126","1,148,126"
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),,192,1,8,"150,961","1,148,098"
Juliette,Bença,,118,1,1,"1,147,764","1,147,764"
Jung Kook,3D (Alternate Ver.),,162,1,1,"1,146,642","1,146,642"
DJ Khaled,On Everything,,124,1,2,"664,542","1,146,269"
Luan Pereira,NÃO ERA LOVE,,171,1,1,"1,146,181","1,146,181"
Marracash,LORO,,102,1,1,"1,145,723","1,145,723"
SCH,Mannschaft,,93,1,1,"1,144,876","1,144,876"
Arctic Monkeys,Hello You,,156,1,1,"1,143,722","1,143,722"
Blak,Nede Mette,,179,1,4,"312,185","1,143,309"
George Michael,Father Figure - Remastered,,64,1,2,"710,885","1,143,137"
Jack Harlow,Lil Secret,,124,1,1,"1,142,144","1,142,144"
Theophilus London,Can't Stop,,183,1,8,"147,236","1,140,727"
aespa,Spicy,,176,1,1,"1,140,308","1,140,308"
Frank Ocean,Cayendo (Side A - Acoustic),,69,1,1,"1,139,839","1,139,839"
Juan Magán,Usted,,189,1,2,"579,766","1,139,773"
Kygo,Gone Are The Days,,82,1,1,"1,139,571","1,139,571"
Playboi Carti,JumpOutTheHouse,,184,1,1,"1,139,466","1,139,466"
Kadu Martins,Novinha do Onlyfans (Tchan Ran Tchan Tchan),,99,1,1,"1,137,868","1,137,868"
Mumford & Sons,Only Love,,108,1,5,"268,361","1,136,321"
Rihanna,Close To You,,157,1,4,"291,337","1,136,265"
Sfera Ebbasta,Salam Alaikum,,106,1,1,"1,135,893","1,135,893"
beabadoobee,Real Man,,199,1,1,"1,132,881","1,132,881"
Childish Gambino,Boogieman,,102,1,2,"698,882","1,132,588"
Emilia,No_se_ve.mp3,,200,1,1,"1,132,577","1,132,577"
Khalid,Last Call,,95,1,1,"1,132,010","1,132,010"
The 1975,Oh Caroline,,131,1,1,"1,131,506","1,131,506"
BTS,Outro: Her,,132,1,2,"607,517","1,131,442"
YAKARY,sonnenbank.mp3,,198,1,1,"1,131,440","1,131,440"
Alesso,Chasing Stars,,95,1,1,"1,130,727","1,130,727"
Young Stoner Life,Slatty,,86,1,1,"1,130,258","1,130,258"
Yeat,Flawlëss,,119,1,1,"1,130,189","1,130,189"
Lil Baby,Perfect Timing,,132,1,1,"1,130,054","1,130,054"
Bad Bunny,100 MILLONES,,96,1,1,"1,129,860","1,129,860"
Playboi Carti,Control,,188,1,1,"1,129,397","1,129,397"
Daddy Yankee,UNO QUITAO Y OTRO PUESTO,,97,1,1,"1,128,441","1,128,441"
Tyla,Water - Remix,,195,1,1,"1,127,732","1,127,732"
Bon Iver,666 ʇ,,125,1,3,"465,634","1,127,648"
Anitta,Faking Love,,95,1,1,"1,127,558","1,127,558"
Migos,Birthday,,112,1,1,"1,127,430","1,127,430"
Daddy Yankee,LEGENDADDY,,98,1,1,"1,125,953","1,125,953"
Eros Ramazzotti,Cosas De La Vida,,198,1,1,"1,125,410","1,125,410"
Ninho,OG,,119,1,1,"1,125,242","1,125,242"
Código FN,Mood Malandro,,197,1,1,"1,125,006","1,125,006"
Meat Loaf,I'd Do Anything For Love (But I Won't Do That) - Single Edit,,86,1,1,"1,123,499","1,123,499"
Rihanna,Pon de Replay,,173,1,1,"1,122,642","1,122,642"
Gunna,livin wild,,100,1,1,"1,122,351","1,122,351"
The Beatles,Blackbird - Remastered,,166,1,4,"423,839","1,121,879"
Daddy Yankee,Zum Zum,,193,1,2,"580,445","1,121,518"
Mora,COMO HAS ESTAU?,,180,1,1,"1,121,333","1,121,333"
Brent Faiyaz,HEAL YOUR HEART (INTERLUDE),,110,1,1,"1,119,662","1,119,662"
Summer Walker,Throw It Away,,91,1,1,"1,119,566","1,119,566"
Mumford & Sons,Cold Arms,,118,1,5,"259,642","1,118,951"
Morat,506,,127,1,1,"1,118,663","1,118,663"
One Direction,They Don't Know About Us,,90,1,1,"1,118,494","1,118,494"
The Beatles,Eleanor Rigby - Remastered 2009,,129,1,3,"502,523","1,118,266"
Damso,Ρ. DOSE,,74,1,1,"1,116,961","1,116,961"
Muse,Dead Inside,,135,1,5,"241,320","1,115,693"
NF,CAREFUL,,163,1,1,"1,115,040","1,115,040"
BM,M.A - Remix,,191,1,1,"1,114,430","1,114,430"
Mumford & Sons,Ditmas,,119,1,5,"257,725","1,113,778"
Mora,EIVISSA,,184,1,1,"1,113,364","1,113,364"
Kesha,Hymn,,131,1,2,"603,815","1,113,250"
Young Thug,Stressed,,101,1,1,"1,112,466","1,112,466"
Migos,Vaccine,,115,1,1,"1,112,155","1,112,155"
Dave,In The Fire,,97,1,1,"1,110,989","1,110,989"
The Beatles,Love Me Do - Remastered 2009,,122,1,4,"313,318","1,110,377"
One Direction,Kiss You,,94,1,1,"1,107,773","1,107,773"
KayBlack,Melhor Só,,200,1,1,"1,106,782","1,106,782"
Nicki Minaj,Get On Your Knees,,117,1,6,"226,677","1,106,268"
Big Sean,Same Time Pt. 1,,138,1,2,"589,007","1,106,073"
Gunna,south to west,,103,1,1,"1,105,080","1,105,080"
Red Hot Chili Peppers,Californication,,176,1,4,"306,605","1,104,783"
Kane Brown,Heaven,,179,1,2,"587,309","1,104,639"
Niall Horan,Flicker,,144,1,2,"633,030","1,104,598"
Louane,Avenir,,163,1,5,"245,846","1,104,400"
Pop Smoke,Back Door,,105,1,1,"1,103,367","1,103,367"
Carrie Underwood,Something in the Water,,161,1,8,"150,784","1,101,527"
Charli xcx,Good Ones,,124,1,1,"1,101,480","1,101,480"
NATTAN,Amor Na Praia,,192,1,1,"1,101,237","1,101,237"
Andy Williams,The First Noël,,181,1,1,"1,101,227","1,101,227"
Sfera Ebbasta,Gangang,,112,1,1,"1,100,342","1,100,342"
Kings of Leon,Reverend,,124,1,3,"462,489","1,100,315"
Pusha T,Dreamin Of The Past,,85,1,1,"1,100,266","1,100,266"
Imagine Dragons,Mouth Of The River,,138,1,2,"628,374","1,100,093"
Lil Uzi Vert,Demon High,,99,1,1,"1,099,725","1,099,725"
MC Tuto,Do Job,,177,1,1,"1,099,676","1,099,676"
Lil Pump,D Rose,,146,1,2,"615,082","1,099,428"
Shawn Mendes,305,,128,1,1,"1,098,549","1,098,549"
BTS,Fire,,143,1,1,"1,098,148","1,098,148"
Kygo,Woke Up in Love,,125,1,1,"1,097,633","1,097,633"
Ninho,Arme de poing,,126,1,1,"1,095,923","1,095,923"
Dave,System,,99,1,1,"1,095,296","1,095,296"
Chris Brown,High End,,134,1,2,"646,127","1,095,289"
Ariana Grande,worst behavior,,89,1,1,"1,095,078","1,095,078"
Bon Iver,715 - CR∑∑KS,,148,1,3,"408,805","1,095,039"
Playboi Carti,Place,,195,1,1,"1,094,800","1,094,800"
Khalid,9.13,,89,1,1,"1,094,556","1,094,556"
Humberto & Ronaldo,Não Fala Não pra Mim,,180,1,2,"560,658","1,093,399"
Future,HiTek Tek,,83,1,1,"1,092,963","1,092,963"
Shawn Mendes,Intro,,133,1,1,"1,091,461","1,091,461"
Doja Cat,Celebrity Skin,,104,1,1,"1,091,350","1,091,350"
Shawn Mendes,Always Been You,,134,1,1,"1,091,266","1,091,266"
Coldplay,Champion Of The World,,77,1,1,"1,089,801","1,089,801"
Tate McRae,don't come back,,117,1,1,"1,089,390","1,089,390"
RAF Camora,Wenn du mich siehst,,104,1,1,"1,089,273","1,089,273"
Norah Jones,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,,196,1,1,"1,088,492","1,088,492"
Shindy,Im Schatten der Feigenbäume,,93,1,1,"1,088,488","1,088,488"
Bruno Mars,Finesse,,155,1,3,"425,280","1,088,289"
Robin Schulz,Yellow,,169,1,5,"248,303","1,088,279"
Charli xcx,Beg For You,,97,1,1,"1,087,923","1,087,923"
mgk,born with horns,,115,1,1,"1,087,872","1,087,872"
Lana Del Rey,Tulsa Jesus Freak,,100,1,1,"1,086,616","1,086,616"
Halsey,Not Afraid Anymore,,108,1,2,"649,602","1,086,390"
One Direction,Live While We're Young,,96,1,1,"1,086,285","1,086,285"
DaBaby,NASTY,,83,1,1,"1,085,445","1,085,445"
Eminem,Tone Deaf,,130,1,1,"1,084,071","1,084,071"
T.I.,New National Anthem,,148,1,8,"151,920","1,083,512"
Lady Gaga,Hey Girl,,128,1,3,"454,242","1,082,089"
Imagine Dragons,Yesterday,,141,1,2,"620,546","1,081,710"
Future,POA,,134,1,2,"615,574","1,079,366"
P!nk,Whatever You Want,,179,1,2,"550,858","1,078,464"
Pop Smoke,Merci Beaucoup,,108,1,1,"1,077,851","1,077,851"
Bryson Tiller,Somethin Tells Me,,160,1,2,"569,181","1,076,947"
The Beatles,A Hard Day's Night - Remastered 2009,,122,1,3,"510,290","1,076,777"
